ID;Pays;Taux;Mois;Montant;Niveau de risque;Emprunteur;capital social;année de création;Antériorité;effectifs;Nombre de mois de la période 15;Nombre de mois de la période 16;Nombre de mois de la période 17;Nombre de mois de la période 18;Chiffre d'Affaires 15;Chiffre d'Affaires 16;Chiffre d'Affaires 17;Chiffre d'Affaires 18;Evolution du Chiffre d'Affaires 15;Evolution du Chiffre d'Affaires 16;Evolution du Chiffre d'Affaires 17;Evolution du Chiffre d'Affaires 18;EBE(retraité des loyers de leasing) 15;EBE(retraité des loyers de leasing) 16;EBE(retraité des loyers de leasing) 17;EBE(retraité des loyers de leasing) 18;Marge d'EBE 15;Marge d'EBE 16;Marge d'EBE 17;Marge d'EBE 18;Resultat Net 15;Resultat Net 16;Resultat Net 17;Resultat Net 18;Total Bilan 15;Total Bilan 16;Total Bilan 17;Total Bilan 18;BFRE 15;BFRE 16;BFRE 17;BFRE 18;Capacité de remboursement (FCCR) 15;Capacité de remboursement (FCCR) 16;Capacité de remboursement (FCCR) 17;Capacité de remboursement (FCCR) 18;Fonds Propres 15;Fonds Propres 16;Fonds Propres 17;Fonds Propres 18;Fonds Propres / Total Bilan 15;Fonds Propres / Total Bilan 16;Fonds Propres / Total Bilan 17;Fonds Propres / Total Bilan 18;Passif circulant 15;Passif circulant 16;Passif circulant 17;Passif circulant 18;Actif immobilisé 15;Actif immobilisé 16;Actif immobilisé 17;Actif immobilisé 18;Actif circulant 15;Actif circulant 16;Actif circulant 17;Actif circulant 18;Dettes court terme 15;Dettes court terme 16;Dettes court terme 17;Dettes court terme 18;Dettes Moyen long terme 15;Dettes Moyen long terme 16;Dettes Moyen long terme 17;Dettes Moyen long terme 18;Dettes Nettes / EBE(* années) 15;Dettes Nettes / EBE(* années) 16;Dettes Nettes / EBE(* années) 17;Dettes Nettes / EBE(* années) 18;Dettes Nettes / Fonds propres 15;Dettes Nettes / Fonds propres 16;Dettes Nettes / Fonds propres 17;Dettes Nettes / Fonds propres 18;BFRE en nombre de jours de CA 15;BFRE en nombre de jours de CA 16;BFRE en nombre de jours de CA 17;BFRE en nombre de jours de CA 18
684117952; Pays-Bas;4,15 %;24;37 000 €;B+;Optimadata B.V.;100;2016;2016;11 à 50;;;15 mois;;;3443;609;;;22,66%;Na;;;25% - 30%;35% - 40%;;;;;;;;10 - 15 %;;;;237;;;;;;;;39;;;;72;;;;-48,61%;;;;;;;;;;;;;;;;;;;;;;;;-0,15*;;;;-48,61%;;;;-48,61%;
893974455;France;7,15 %;48;53 000 €;C;BTB 11 Brochant;7 000 €;2004;2004;1 à 10;12 mois;12 mois;12 mois;;943;2244;1158;;N/A;0,67%;20,88%;;-0.05;15% - 20%;15% - 20%;;;;;;-3,71%;5 - 10 %;5 - 10 %;;411;519;587;;;;;;-2,29;4,38;18,2;;42;104;162;;10,22 %;20,04 %;-45,06%;;;;;;;;;;;;;;;;;;;;;;-3,06*;-0,79*;-0,38*;;123,81%;-69,71%;-45,06%;;-45;-69;-45,06%;
888447628;France;4,75 %;20;156 000 €;B;Décolletage Mottier;100 000 €;1968;1968;11 à 50;12 mois;12 mois;12 mois;;2807;739;4045;;N/A;-7,51%;17,48%;;20% - 25%;5% - 10%;20% - 25%;;;;;;10 - 15 %;5 - 10 %;5 - 10 %;;2797;2927;3527;;;;;;0,94;1,84;1,56;;1900;1912;1926;;67,93 %;65,32 %;29,89%;;;;;;;;;;;;;;;;;;;;;;-0,61*;-0,17*;0,59*;;-22,24%;-8,37%;29,89%;;85;108;29,89%;
254618967;France;5,80 %;48;130 000 €;B;Generys Groupe;40 500 €;2008;2008;11 à 50;12 mois;12 mois;12 mois;;2229;174101;2307;;N/A;189,23%;2,81%;;15% - 20%;0% - 5%;20% - 25%;;;;;;20 - 25 %;0 - 5 %;5 - 10 %;;2169;2014;2128;;;;;;-0,03;1,76;2,39;;1566;1567;1708;;72,2 %;77,81 %;4,79%;;;;;;;;;;;;;;;;;;;;;;-1,24*;-0,89*;0,15*;;-31,16%;-24,54%;4,79%;;33;30;4,79%;
730078089;France;7,70 %;36;180 000 €;C;Hortis France;10 000 €;2013;2013;1 à 10;12 mois;12 mois;12 mois;;799;;952,3;;N/A;;28,86%;;5% - 10%;;10% - 15%;;;;;;0 - 5 %;0 - 5 %;5 - 10 %;;426,6;383;381;;;;;;6,5;3,65;5,78;;-27;-22,4;49;;-6,33 %;-5,85 %;47,81%;;;;;;;;;;;;;;;;;;;;;;-1,20*;-0,35*;0,20*;;266,67%;87,28%;47,81%;;-101;-66;47,81%;
580449994;France;3,25 %;60;1 700 000 €;A+;Reworld Media;627 776 €;2001;2001;251 à 1 000;12 mois;12 mois;12 mois;;60195;22949;185591;;N/A;N/A;6,6%;;0% - 5%;10% - 15%;0% - 5%;;;;;;5 - 10 %;-3,78%;0 - 5 %;;60370;125426;124788;;;;;;7,78;5,69;5,64;;18129;10314;19870;;30,03 %;8,22 %;44,26%;;;;;;;;;;;;;;;;;;;;;;-10,08*;-0,22*;1,10*;;-62,16%;-9,28%;44,26%;;46;8;44,26%;
674364659;Pays-Bas;0.07;24;103 093 €;C;New Amsterdam Capital B.V.;1;2015;2015;1 à 10;;;;12 mois;;1477;;775;;n/a;;NaN;;1.5;;30% - 35%;;;;;;;;10 - 15 %;;;;131;;;;;;;;84;;;;82;;;;62,6 %;;;;;;;;;;;;;;;;;;;;;;;;-0,15*;;;;-42,68%;;;;24
162035741;France;5,90 %;36;156 000 €;B;Cap Isoplas;500 000 €;2014;2014;51 à 250;;16 mois;12 mois;12 mois;;1310;17079;20354;;Na;-0,77%;19,18%;;0% - 5%;5% - 10%;10% - 15%;;;;;;0 - 5 %;0 - 5 %;0 - 5 %;;7021;5752;6921;;;;;;1,62;1,92;2,89;;678;839;1381;;9,66 %;75,45%;19,95 %;;;;;;;;;;;;;;;;;;;;;;0,38*;0,39*;0,43*;;130,60%;75,45%;74,80%;;44;75,45%;38
180846650;France;5,50 %;36;730 000 €;B;Orchid Création;15 000 €;2012;2012;11 à 50;;12 mois;12 mois;12 mois;;309;3411;7902;;N/A;130,94%;131,66%;;15% - 20%;2;15% - 20%;;;;;;-16,25%;-13,54%;5 - 10 %;;1033;1005;2480;;;;;;-3,14;-1,04;2,98;;-171;-558;293;;-16,55 %;-252,15%;11,81 %;;;;;;;;;;;;;;;;;;;;;;-2,94*;-5,63*;1,42*;;-326,90%;-252,15%;639,25%;;80;-252,15%;97
47521451;Pays-Bas;7,50 %;36;150 000 €;C;De Autostudio B.V.;150 000 €;2016;2016;1 à 10;;7 mois;12 mois;;;928;2982;;;N/A;32,79%;;;15% - 20%;5% - 10%;;;;;;;0 - 5 %;0 - 5 %;;;309;380;;;;;;;4,38;7,33;;;285;333;;;92,23 %;-15,32%;;;;;;;;;;;;;;;;;;;;;;;-0,27*;-0,22*;;;-5,96%;-15,32%;;;44;-15,32%;
307550685;France;6,55 %;36;90 000 €;C;SARL Red Studio;6 000 €;2006;2006;1 à 10;;12 mois;12 mois;12 mois;;15543;307;347;;N/A;-0,65%;13,03%;;0% - 5%;25% - 30%;25% - 30%;;;;;;5 - 10 %;0 - 5 %;0 - 5 %;;208;247;272;;;;;;0,73;1,37;2,54;;101;113;119;;48,56 %;84,51%;43,75 %;;;;;;;;;;;;;;;;;;;;;;1,62*;1,12*;0,68*;;86,63%;84,51%;51,68%;;27;84,51%;56
474762580;France;0.07;36;45 000 €;C;SARL Pharmacie Jacquinot;80 000 €;2006;2006;1 à 10;;12 mois;12 mois;12 mois;;14089;945;991;;22,39%;1,83%;4,87%;;0% - 5%;15% - 20%;15% - 20%;;;;;;-15,95%;5 - 10 %;5 - 10 %;;1046;1021;1040;;;;;;1,1;1,36;1,12;;498;592;672;;47,61 %;53,00%;64,62 %;;;;;;;;;;;;;;;;;;;;;;2,29*;1,90*;1,23*;;82,98%;53,00%;33,26%;;5;53,00%;0
488200271;France;7,20 %;60;525 000 €;C;Gear Group;1 180 000 €;2015;2015;11 à 50;;12 mois;12 mois;;;879;15612;;;-;0,44%;;;20% - 25%;5% - 10%;;;;;;;0 - 5 %;0 - 5 %;;;4855;7044;;;;;;;1,92;2,15;;;999;1423;;;20,58 %;44,11%;;;;;;;;;;;;;;;;;;;;;;;0,39*;0,70*;;;21,07%;44,11%;;;39;44,11%;
319702451;Pays-Bas;4,50 %;48;1 000 000 €;B+;Frank B.V.;18 000 €;2004;2004;51 à 250;12 mois;12 mois;12 mois;;11512;681;22911;;-;N/A;62,62%;;0% - 5%;60% - 65%;0% - 5%;;;;;;0 - 5 %;0 - 5 %;0 - 5 %;;2518;3489;6232;;;;;;11,62;14,36;82,14;;601;675;1162;;23,87 %;19,35 %;119,97%;;;;;;;;;;;;;;;;;;;;;;-0,76*;0,94*;1,29*;;-66,89%;74,96%;119,97%;;10;22;119,97%;
647813062;Pays-Bas;5,50 %;48;250 000 €;B+;Projects Services & Deliveries B.V.;692 000 €;2016;2016;11 à 50;;6 mois;12 mois;12 mois;;1334;3874;4831;;1,21%;120,36%;24,7%;;10% - 15%;10% - 15%;10% - 15%;;;;;;5 - 10 %;5 - 10 %;5 - 10 %;;663;2544;3019;;;;;;1,55;2,92;2,94;;234;450;692;;35,29 %;284,28%;22,92 %;;;;;;;;;;;;;;;;;;;;;;1,40*;2,28*;1,78*;;123,61%;284,28%;177,17%;;-116;284,28%;61
837626430;France;9,90 %;84;727 000 €;C;G Capital;1 000 €;2018;2018;1 à 10;;12 mois;12 mois;12 mois;;9637;799;497;;N/A;17,33%;-37,8%;;10% - 15%;65% - 70%;50% - 55%;;;;;;0 - 5 %;20 - 25 %;0 - 5 %;;256;507;244;;;;;;5;90,5;6,33;;111;261;100;;43,36 %;-8,43%;40,98 %;;;;;;;;;;;;;;;;;;;;;;-0,15*;-0,04*;0,01*;;-58,56%;-8,43%;2,00%;;-3;-8,43%;4
924950871;France;0.07;36;53 000 €;C;DG Rénovation;6 000 €;2007;2007;1 à 10;12 mois;12 mois;12 mois;;1318;33035;1168;;N/A;-6,11%;-12,44%;;15% - 20%;5% - 10%;10% - 15%;;;;;;0 - 5 %;0 - 5 %;0 - 5 %;;472;473;561;;;;;;1,29;1,68;1,09;;73;128;165;;15,47 %;27,06 %;15,00%;;;;;;;;;;;;;;;;;;;;;;-0,21*;0,61*;0,19*;;-56,85%;89,84%;15,00%;;36;64;15,00%;
891520975;France;5,45 %;36;400 000 €;B;SMB Bâtiment;600 000 €;2010;2010;11 à 50;;12 mois;12 mois;12 mois;;254;13541;12521;;135,19%;40,51%;-7,53%;;10% - 15%;15% - 20%;15% - 20%;;;;;;5 - 10 %;5 - 10 %;0 - 5 %;;3937;6071;5810;;;;;;6,89;1,91;1,02;;1083;1295;1249;;27,51 %;125,93%;21,5 %;;;;;;;;;;;;;;;;;;;;;;1,34*;0,75*;1,22*;;142,75%;125,93%;193,86%;;105;125,93%;27
533893029;France;7,75 %;36;900 000 €;B;AFC Promotion;1 200 000 €;2014;2014;1 à 10;12 mois;12 mois;12 mois;;35184;679;37716;;N/A;9,69%;14,17%;;0% - 5%;5% - 10%;5% - 10%;;;;;;0 - 5 %;0 - 5 %;0 - 5 %;;39143;45537;46866;;;;;;2,14;3,01;1,47;;8565;8545;8894;;21,88 %;18,76 %;94,75%;;;;;;;;;;;;;;;;;;;;;;3,84*;2,93*;4,26*;;66,50%;75,76%;94,75%;;26;334;94,75%;
575108802;France;6,65 %;24;150 000 €;C;Société d'Edition Le Petit Versaillais;1 000 €;2013;2013;1 à 10;12 mois;12 mois;12 mois;;108;1151;791;;N/A;15,33%;211,42%;;15% - 20%;40% - 45%;10% - 15%;;;;;;10 - 15 %;10 - 15 %;5 - 10 %;;55;233;368;;;;;;7,50;16,00;1,74;;21;51;125;;38,18 %;21,89 %;-48,00%;;;;;;;;;;;;;;;;;;;;;;-0,47*;-0,78*;-0,57*;;-38,10%;-56,86%;-48,00%;;74;134;-48,00%;
607086595;France;6,50 %;36;155 000 €;C;Viva la Vie;195 848 €;2005;2005;1 à 10;12 mois;12 mois;12 mois;;619;641;681;;-;20,94%;0,29%;;10% - 15%;15% - 20%;10% - 15%;;;;;;10 - 15 %;5 - 10 %;5 - 10 %;;480;472;770;;;;;;14,5;4,23;4,36;;220;256;301;;45,83 %;54,24 %;105,81%;;;;;;;;;;;;;;;;;;;;;;-0,27*;-0,32*;4,62*;;-11,14%;-7,71%;105,81%;;35;65;105,81%;
548443597;France;5,60 %;36;83 000 €;B;ARCHITECTES ASSOCIES.COM;7 800 €;2002;2002;11 à 50;12 mois;12 mois;12 mois;;998;285;1181;;N/A;-7,77%;2,61%;;25% - 30%;55% - 60%;35% - 40%;;;;;;5 - 10 %;10 - 15 %;0 - 5 %;;1152;976;1028;;;;;;0,41;1,9;2,18;;270;405;457;;23,44 %;41,5 %;62,80%;;;;;;;;;;;;;;;;;;;;;;0,83*;0,32*;0,61*;;84,81%;38,58%;62,80%;;114;204;62,80%;
230912172; Pays-Bas;5,10 %;36;103 000 €;B+;Less2care;18 000 €;2009;2009;1 à 10;12 mois;12 mois;12 mois;;530;14120;915;;-;-5,13%;42,75%;;0% - 5%;10% - 15%;15% - 20%;;;;;;-1,89%;10 - 15 %;5 - 10 %;;141;187;177;;;;;;1,08;4,9;4,19;;35;106;116;;24,82 %;56,68 %;146,55%;;;;;;;;;;;;;;;;;;;;;;1,21*;0,14*;1,10*;;90,00%;16,75%;146,55%;;9;42;146,55%;
491245762;France;8,20 %;60;162 000 €;C;Medistart;2 000 €;2018;2018;1 à 10;12 mois;12 mois;12 mois;;309;7406;287;;N/A;n/a;0,7%;;50% - 55%;0% - 5%;55% - 60%;;;;;;5 - 10 %;5 - 10 %;0 - 5 %;;85;96;98;;;;;;3,44;4,2;2,33;;55;62;59;;64,71 %;64,58 %;-14,41%;;;;;;;;;;;;;;;;;;;;;;0,06*;0,04*;-0,05*;;18,64%;11,69%;-14,41%;;21;32;-14,41%;
560280537;France;3,90 %;60;727 000 €;A;Groupe Gesti-Pro;500 000 €;1987;1987;Plus de 1 000;12 mois;12 mois;12 mois;;14883;843;13667;;N/A;-;-3,21%;;10% - 15%;-0.05;10% - 15%;;;;;;0 - 5 %;0 - 5 %;0 - 5 %;;5812;6051;6465;;;;;;2,19;2,58;3,23;;1769;2246;2301;;30,44 %;37,12 %;76,37%;;;;;;;;;;;;;;;;;;;;;;1,06*;1,19*;0,96*;;89,33%;94,25%;76,37%;;85;77;76,37%;
429334277;Espagne;6,50 %;60;1 150 000 €;B;ALFAMETAL INTERNATIONAL BCN SL;503 000 €;2014;2014;11 à 50;;12 mois;12 mois;;;59826;21534;;;3,49%;190,74%;;;0% - 5%;5% - 10%;;;;;;;0 - 5 %;5 - 10 %;;;2537;7605;;;;;;;1,92;10,60;;;231;1309;;;9,12 %;-12,62%;;;;;;;;;;;;;;;;;;;;;;;2,33*;-0,10*;;;292,82%;-12,62%;;;40;-12,62%;
582570441;France;0.09;72;415 000 €;C;PME Hotellerie Est;2 530 761 €;2014;2014;1 à 10;;12 mois;12 mois;;;1184;844;;;12,23%;0,12%;;;20% - 25%;-0.05;;;;;;;-38,08%;-26,42%;;;2068;1966;;;;;;;-29,44;-25;;;1903;1681;;;92,02 %;-33,69%;;;;;;;;;;;;;;;;;;;;;;;6,45*;NaN;;;-35,61%;-33,69%;;;-25;-33,69%;
745290276;France;7,55 %;36;750 000 €;C;Kep Technologies;4 962 856 €;1994;1994;251 à 1 000;12 mois;12 mois;12 mois;;57809;8076;64975;;N/A;-21,96%;8,61%;;0% - 5%;0% - 5%;5% - 10%;;;;;;0 - 5 %;-1,6%;0 - 5 %;;53730;57603;61154;;;;;;0,25;0,61;0,96;;13800;12148;11684;;25,68 %;21,09 %;195,41%;;;;;;;;;;;;;;;;;;;;;;20,51*;17,30*;6,05*;;107,00%;162,30%;195,41%;;130;128;195,41%;
312020788; Pays-Bas;5,30 %;36;308 000 €;B;Adaptive Service;18 151 €;1999;1999;11 à 50;12 mois;12 mois;12 mois;;1055;1770;1031;;-;5,04%;-12,92%;;20% - 25%;85% - 90%;25% - 30%;;;;;;0 - 5 %;5 - 10 %;5 - 10 %;;570;465;510;;;;;;13;49,5;53;;283;354;434;;49,65 %;76,13 %;-50,23%;;;;;;;;;;;;;;;;;;;;;;-0,32*;-0,41*;-0,71*;;-25,09%;-34,46%;-50,23%;;110;54;-50,23%;
138471102;France;4,60 %;24;60 000 €;B+;Intégrale;60 000 €;2008;2008;11 à 50;12 mois;15 mois;12 mois;;8279;634;9377;;N/A;N/A;45,14%;;5% - 10%;10% - 15%;0% - 5%;;;;;;0 - 5 %;0 - 5 %;0 - 5 %;;3681;3371;4394;;;;;;2,82;0,67;2,16;;682;705;821;;18,53 %;20,91 %;-28,90%;;;;;;;;;;;;;;;;;;;;;;-0,90*;-1,29*;-0,51*;;-64,04%;-71,81%;-28,90%;;13;11;-28,90%;
949205908;France;2,50 %;24;100 000 €;A+;Re France Financing;1 000 €;2009;2009;Plus de 1000;12 mois;12 mois;12 mois;;1685;873;1822;;N/A;12,65%;2,94%;;90% - 95%;5% - 10%;85% - 90%;;;;;;155 - 160 %;155 - 160 %;145 - 150 %;;39110;43241;40745;;;;;;4,14;5,02;4,60;;19239;21019;22693;;49,19 %;48,61 %;-13,02%;;;;;;;;;;;;;;;;;;;;;;-1,17*;-2,12*;-1,80*;;-9,28%;-15,75%;-13,02%;;50;45;-13,02%;
868195903;France;2,50 %;24;100 000 €;A+;Webhelp;36 498 182 €;2000;2000;Plus de 1000;;9,5 mois;12 mois;;;4722;910;;;6,98%;43,53%;;;35% - 40%;10% - 15%;;;;;;;-4,1%;-0,66%;;;1415;1449;;;;;;;1,20;1,51;;;499*;505*;;;35,27 %;112,57%;;;;;;;;;;;;;;;;;;;;;;;N/A;4,94*;;;109,80%;112,57%;;;47;112,57%;
477555112;France;6,70 %;48;104 000 €;C;Cladif;10 000 €;2013;2013;1 à 10;12 mois;12 mois;12 mois;;775;796;876;;N/A;67,58%;0,34%;;0% - 5%;10% - 15%;5% - 10%;;;;;;0,0%;0 - 5 %;0 - 5 %;;521;507;545;;;;;;18;37;37;;69;86;106;;13,24 %;16,96 %;-29,25%;;;;;;;;;;;;;;;;;;;;;;-1,68*;-1,38*;-0,59*;;-82,61%;-84,88%;-29,25%;;74;82;-29,25%;
779864564;France;2,50 %;24;100 000 €;A+;Iliad;13 038 371 €;1987;1987;Plus de 1000;12 mois;12 mois;12 mois;;4414;15322;4987;;N/A;1,24%;5,61%;;30% - 35%;15% - 20%;35% - 40%;;;;;;5 - 10 %;5 - 10 %;5 - 10 %;;7214;8232;8416;;;;;;8,85;2,11;7,74;;2637;3002;3374;;36,55 %;36,47 %;72,58%;;;;;;;;;;;;;;;;;;;;;;0,80*;0,98*;1,38*;;45,20%;54,73%;72,58%;;-150;-194;72,58%;
692883992;France;6,70 %;48;208 000 €;C;BH Partners;500 000 €;2014;2014;11 à 50;12 mois;12 mois;12 mois;;475;91185;1605;;N/A;-;101,63%;;-0.05;5% - 10%;10% - 15%;;;;;;-21,89%;0 - 5 %;0 - 5 %;;945;1314;1800;;;;;;-5,4;23;3;;-510;-484;538;;-53,97 %;-36,83 %;-0,65%;;;;;;;;;;;;;;;;;;;;;;2,03*;-0,82*;-0,02*;;21,52%;19,42%;-0,65%;;22;-131;-0,65%;
493637740;France;2,50 %;24;100 000 €;A+;SUEZ;2 485 450 316 €;2003;2003;Plus de 1000;12 mois;12 mois;12 mois;;15135;2975;15871;;N/A;5,99%;3,59%;;15% - 20%;15% - 20%;15% - 20%;;;;;;0 - 5 %;0 - 5 %;0 - 5 %;;27632;29284;32370;;;;;;2,13;3,09;1,93;;6805;7365,8;9066;;24,63%;25,15%;93,46%;;;;;;;;;;;;;;;;;;;;;;2,73*;3,03*;3,21*;;110,40%;109,18%;93,46%;;30;30;93,46%;
485693460;France;6,10 %;36;1 050 000 €;B+;Capelli;15 139 197 €;1976;1976;51 à 250;;12 mois;12 mois;12 mois;;66639;126310;162512;;-4,64%;38,52%;28,66%;;15% - 20%;5% - 10%;10% - 15%;;;;;;0 - 5 %;0 - 5 %;0 - 5 %;;177577;227066;331721;;;;;;1,76;1,29;1,39;;69728;85141;115393;;39,27 %;20,51%;34,79 %;;;;;;;;;;;;;;;;;;;;;;3,57*;1,58*;2,66*;;44,90%;20,51%;41,56%;;425;20,51%;319
146987048;France;2,50 %;24;100 000 €;A+;JCDecaux France;7 022 549 €;1984;1984;-;12 mois;12 mois;12 mois;;2807;854;3040;;N/A;0,47%;2,18%;;15% - 20%;20% - 25%;15% - 20%;;;;;;5 - 10 %;5 - 10 %;5 - 10 %;;4755;5625;5585;;;;;;2,06;3,26;5,41;;2342;2434;2412;;49,25%;43,27%;15,95%;;;;;;;;;;;;;;;;;;;;;;0,77*;0,93*;0,82*;;17,08%;17,21%;15,95%;;17;22;15,95%;
645258095;France;2,50 %;24;100 000 €;A+;Engie;2 435 285 011 €;1954;1954;Plus de 1000;12 mois;12 mois;12 mois;;69883;1139;65029;;N/A;6,55%;-2,42%;;15% - 20%;35% - 40%;10% - 15%;;;;;;-7,32%;0 - 5 %;0 - 5 %;;160658;158499;150332;;;;;;2,26;1,83;2,32;;48750;45447;42577;;30,34%;28,67%;49,17%;;;;;;;;;;;;;;;;;;;;;;2,46*;2,32*;2,25*;;56,88%;54,59%;49,17%;;34;45;49,17%;
349305198; Pays-Bas;4,50 %;48;100 000 €;B+;Viskon Beheer BV;181 000 €;1979;1979;1 à 10;12 mois;12 mois;12 mois;;850;30012;909;;-;-31,46%;6,44%;;-0.05;10% - 15%;30% - 35%;;;;;;0,0%;0,0%;10 - 15 %;;0;0;825;;;;;;NaN;-0,13;3,54;;0;72;181;;NaN;NaN;18,23%;;;;;;;;;;;;;;;;;;;;;;NaN;0,28*;0,12*;;NaN;70,83%;18,23%;;0;59;18,23%;
358681746;France;2,50 %;24;100 000 €;A+;EDENRED;464 966 992 €;2010;2010;Plus de 1000;12 mois;12 mois;12 mois;;1069;22708;1339;;N/A;3,17%;17,56%;;35% - 40%;0% - 5%;35% - 40%;;;;;;15 - 20 %;15 - 20 %;20 - 25 %;;4150;5632;6303;;;;;;1,62;1,85;1,62;;-1442;-1230;-1437;;-34,75%;-21,84%;-49,62%;;;;;;;;;;;;;;;;;;;;;;1,64*;1,38*;1,40*;;-44,17%;-47,80%;-49,62%;;404;512;-49,62%;
612636900;France;6,25 %;36;500 000 €;B+;Finadis;"1 200 000 €
";2005;2005;"51 à 250
";12 mois;12 mois;12 mois;;43788;1 603;86094;;-;N/A;186,87%;;5% - 10%;506;5% - 10%;;;;;;0 - 5 %;5 - 10 %;0 - 5 %;;64772;74737;131296;;;;;;1,98;1,99;1,26;;17224;20358;30150;;26,59 %;27,24 %;102,47%;;;;;;;;;;;;;;;;;;;;;;3,02*;5,44*;3,99*;;72,10%;96,05%;102,47%;;140;303;102,47%;
513195088;France;2,50 %;24;100 000 €;A+;Adecco Groupe France;1 038 060 €;2003;2003;Plus de 1000;12 mois;12 mois;12 mois;;22010;32189;23660;;-;6,39%;4,19%;;0% - 5%;0% - 5%;0% - 5%;;;;;;0 - 5 %;0 - 5 %;0 - 5 %;;9596;10099;9890;;;;;;12,61;2,1;2,86;;3346;3722;3582;;34,87%;36,86%;27,75%;;;;;;;;;;;;;;;;;;;;;;0,96*;0,81*;0,86*;;31,05%;23,83%;27,75%;;53;56;27,75%;
115370947;France;2,50 %;24;100 000 €;A+;AccorHotels;870 617 109 €;1967;1967;Plus de 1000;12 mois;12 mois;12 mois;;1 368;2851;1 937;;N/A  ;0,96%;20,84%;;450;55% - 60%;626;;;;;;271;299;481;;8 953;11 864;12 076;;;;;;N/A;2,96;6,21;;3 987;5 925;5 826;;N/A;28,39%;3,02*;;;;;;;;;;;;;;;;;;;;;;-194;1 682;1 888;;N/A;3,32*;3,02*;;44,53%;49,94%;3,02*;
77645926;France;5,40 %;18;623 000 €;B;Alkor Draka;6 246 615 €;1993;1993;51 à 250;12 mois;12 mois;12 mois;;30257;1854;35142;;N/A;104,86%;9,17%;;5% - 10%;20% - 25%;0% - 5%;;;;;;0 - 5 %;0 - 5 %;0 - 5 %;;15258;17249;21659;;;;;;1,63;1,91;1,14;;7506;8779;9831;;49,19 %;50,9 %;29,77%;;;;;;;;;;;;;;;;;;;;;;-0,24*;0,90*;1,67*;;-5,02%;13,42%;29,77%;;6;13;29,77%;
991063328;France;5,05 %;72;3 003 000 €;A;Regicamp;1 860 000 €;2018;2018;-;12 mois;12 mois;12 mois;;2824;37218,2;2994;;N/A;0,52%;5,02%;;50% - 55%;5% - 10%;55% - 60%;;;;;;;;;;;;;;;;;;1522;1607;1732;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22261145;France;4,95 %;48;384 000 €;B+;SAS FLH;535 015 €;2018;2018;11 à 50;12 mois;12 mois;12 mois;;905;37218,2;2365;;N/A;0,52%;27,56%;;15% - 20%;5% - 10%;20% - 25%;;;;;;-2,65%;5 - 10 %;10 - 15 %;;407;1028;1342;;;;;;-30;175;244;;91;254;392;;22,36 %;24,71 %;-111,48%;;;;;;;;;;;;;;;;;;;;;;-1,07*;-1,01*;-0,76*;;-187,91%;-169,29%;-111,48%;;0;19;-111,48%;
743635373;France;5,60 %;48;1 759 000 €;B;Cotelac;1 360 800 €;1993;1993;251 à 1 000;12 mois;12 mois;12 mois;;37023,9;326650;38509;;N/A;0.01;3,47%;;5% - 10%;5% - 10%;10% - 15%;;;;;;0 - 5 %;0 - 5 %;0 - 5 %;;34749;37150;37945;;;;;;1,04;1,12;1,25;;16005;16594;17625;;46,06 %;44,67 %;43,14%;;;;;;;;;;;;;;;;;;;;;;2,60*;3,01*;1,78*;;58,10%;58,80%;43,14%;;78;85;43,14%;
733995314;France;5,60 %;48;342 000 €;B;Cotelac;1 360 800 €;1993;1993;251 à 1 000;12 mois;12 mois;12 mois;;37023,9;1067;38509;;N/A;2,69%;3,47%;;5% - 10%;30% - 35%;10% - 15%;;;;;;0 - 5 %;0 - 5 %;0 - 5 %;;34749;37150;37945;;;;;;1,04;1,12;1,25;;16005;16594;17625;;46,06 %;44,67 %;43,14%;;;;;;;;;;;;;;;;;;;;;;2,60*;3,01*;1,78*;;58,10%;58,80%;43,14%;;78;85;43,14%;
152727171;France;6,65 %;36;1 500 000 €;B+;Océanis Promotion;11 000 000 €;1998;1998;51 à 250;12 mois;12 mois;12 mois;;323400;827;381721;;-;-11,36%;16,86%;;0% - 5%;25% - 30%;5% - 10%;;;;;;-0,29%;-1,71%;-1,3%;;521151;564460;704344;;;;;;0,80;1,02;1,59;;189952;189086;201209;;36,45 %;33,5 %;40,37%;;;;;;;;;;;;;;;;;;;;;;2,97*;3,10*;2,97*;;18,68%;29,25%;40,37%;;92;113;40,37%;
152574897;France;5,60 %;36;63 000 €;B;Nina;42 900 €;2006;2006;1 à 10;12 mois;12 mois;12 mois;;1039;672;1109;;N/A;N/A;3,94%;;40% - 45%;45% - 50%;25% - 30%;;;;;;5 - 10 %;0 - 5 %;0 - 5 %;;517;531;523;;;;;;2,73;2,02;1,7;;337;307;267;;65,18 %;57,82 %;85,49%;;;;;;;;;;;;;;;;;;;;;;0,37*;0,55*;0,74*;;46,07%;66,53%;85,49%;;16;19;85,49%;
59969335;France;5,45 %;36;52 000 €;B;Anita;1 500 €;2008;2008;1 à 10;12 mois;12 mois;12 mois;;933;2 022;1022;;N/A;-0,69%;23,58%;;25% - 30%;5% - 10%;30% - 35%;;;;;;0 - 5 %;0 - 5 %;0 - 5 %;;197;187;376,2;;;;;;1,72;1,19;1,53;;21;51;56;;10,66 %;27,27 %;262,32%;;;;;;;;;;;;;;;;;;;;;;0,31*;0,09*;0,42*;;385,71%;39,22%;262,32%;;11;4;262,32%;
