ID;Pays;Taux;Mois;Montant;Niveau de risque;Emprunteur;capital social;année de création;Antériorité;effectifs;Nombre de mois de la période 15;Nombre de mois de la période 16;Nombre de mois de la période 17;Nombre de mois de la période 18;Chiffre d'Affaires 15;Chiffre d'Affaires 16;Chiffre d'Affaires 17;Chiffre d'Affaires 18;Evolution du Chiffre d'Affaires 15;Evolution du Chiffre d'Affaires 16;Evolution du Chiffre d'Affaires 17;Evolution du Chiffre d'Affaires 18;EBE(retraité des loyers de leasing) 15;EBE(retraité des loyers de leasing) 16;EBE(retraité des loyers de leasing) 17;EBE(retraité des loyers de leasing) 18;Marge d'EBE 15;Marge d'EBE 16;Marge d'EBE 17;Marge d'EBE 18;Resultat Net 15;Resultat Net 16;Resultat Net 17;Resultat Net 18;Total Bilan 15;Total Bilan 16;Total Bilan 17;Total Bilan 18;BFRE 15;BFRE 16;BFRE 17;BFRE 18;Capacité de remboursement (FCCR) 15;Capacité de remboursement (FCCR) 16;Capacité de remboursement (FCCR) 17;Capacité de remboursement (FCCR) 18;Fonds Propres 15;Fonds Propres 16;Fonds Propres 17;Fonds Propres 18;Fonds Propres / Total Bilan 15;Fonds Propres / Total Bilan 16;Fonds Propres / Total Bilan 17;Fonds Propres / Total Bilan 18;Passif circulant 15;Passif circulant 16;Passif circulant 17;Passif circulant 18;Actif immobilisé 15;Actif immobilisé 16;Actif immobilisé 17;Actif immobilisé 18;Actif circulant 15;Actif circulant 16;Actif circulant 17;Actif circulant 18;Dettes court terme 15;Dettes court terme 16;Dettes court terme 17;Dettes court terme 18;Dettes Moyen long terme 15;Dettes Moyen long terme 16;Dettes Moyen long terme 17;Dettes Moyen long terme 18;Dettes Nettes / EBE(* années) 15;Dettes Nettes / EBE(* années) 16;Dettes Nettes / EBE(* années) 17;Dettes Nettes / EBE(* années) 18;Dettes Nettes / Fonds propres 15;Dettes Nettes / Fonds propres 16;Dettes Nettes / Fonds propres 17;Dettes Nettes / Fonds propres 18;BFRE en nombre de jours de CA 15;BFRE en nombre de jours de CA 16;BFRE en nombre de jours de CA 17;BFRE en nombre de jours de CA 18
307335392;Espagne;5,50 %;36;300 000 €;B;LIMSA CORPO;1 577 647 €;1990;2006;1 à 10;12 mois;12 mois;NA;;3 887;9 494;;;183,71%;144,24%;;;264;506;;;5% - 10%;5% - 10%;;;0 % - 5 %;0 % - 5 %;;;1 246;5 744;;;453;1 141;;;7,01;3,07;;;666;2 850;;;53,48%;49,62%;;;452;2 246;;;340;2 357;;;906;3 387;;;0;862;;;127;638;;;0,18 *;2,81 *;;;7,18%;49,94%;;;;;;
679773561;Espagne;4,10 %;60;3 500 000 €;A;Instituts Odontologics Associats;196 244 €;1988;1995;51 à 250;12 mois;12 mois;NA;;20 498;28 705;;;0,47%;40,04%;;;3 063;7 545;;;10% - 15%;25% - 30%;;;5 % - 10 %;10 % - 15 %;;;6 614;11 605;;;-1 143;-3 305;;;3,4;3,9;;;2 075;4 922;;;31,38%;42,41%;;;3 171;4 518;;;4 586;10 393;;;2 028;1 213;;;691;1 115;;;1 367;2 166;;;0,40 *;0,38 *;;;58,64%;57,93%;;;;;;
457949174;Italie;4,60 %;36;1 100 000 €;B+;Superbeton;32 040 000 €;1985;1978;251 à 1.000;12 mois;12 mois;NA;;204 762;206 879;;;-5,05%;1,03%;;;22 910;27 729;;;10% - 15%;10% - 15%;;;0% - 5%;0% - 5%;;;329407;321 188;;;50 663;40 143;;;1,32;1,89;;;168 649;174 460;;;51,20%;54,32%;;;91 228;91 966;;;245 176;245 095;;;83 076;74 004;;;13 850;13 850;;;97 771;81 318;;;4,60*;3,20 *;;;0.63;0.51;;;;;;
257322983;Espagne;6,50 %;60;1 500 000 €;B;Kartogroup;12 412 453 €;1712;2013;51 à 250;12 mois;12 mois;NA;;84 028;87 554;;;20,36%;4,20%;;;6 181;8 388;;;5% - 10%;5% - 10%;;;-1,02%;0 % - 5 %;;;63 910;71 995;;;-1 040;4 671;;;0,94;0,92;;;10 482;11 228;;;16,40%;15,60%;;;33 873;33 653;;;31 077;33 672;;;32 833;38 324;;;18 419;15 998;;;21 302;27 707;;;6,16 *;5,08 *;;;363,17%;379,83%;;;;;;
387481077;Italie;5,50 %;42;2 100 000 €;B;Program di Autonoleggio Fiorentino;100 000 €;1992;1993;11 à 50;12 mois;12 mois;NA;;17 099;19 788;;;10,51%;15,73%;;;8 348;9 563;;;45% - 50%;45% - 50%;;;0% - 5%;0% - 5%;;;31 759;49 033;;;3665;4 298;;;1,22;;;;15 935;17 326;;;50,17%;35,34%;;;15 099;;;;31 258;;;;9 497;;;;8 146;;;;8 190;;;;1,85 *;;;;0,97;;;;;;;
325313843;France;5,70 %;3;358 000 €;B+;Eilegra;15 000 €;2015;2015;1 à 10;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
463940464;Italie;5,80 %;48;500 000 €;B+;Cofle;500 000 €;1983;2011;51 à 250;12 mois;12 mois;NA;;23 905;24 277;;;1,13%;1,56%;;;1 528;1 964;;;5% - 10%;5% - 10%;;;0% - 5%;0% - 5%;;;17 725;17 588;;;9 484;8 034;;;0,96;0,83;;;3 343;3 641;;;18,86%;20,70%;;;9 852;9 818;;;3 415;3 516;;;14 237;13 991;;;4 978;4 783;;;2 793;2 595;;;5,07 *;3,74 *;;;2,32;2,02;;;;;;
449225575;Espagne;6,95 %;60;600 000 €;B;SKY HELICOPTEROS;3 557 120 €;1992;2010;11 à 50;12 mois;12 mois;NA;;6 946;9 574;;;-1,45%;37,83%;;;3 169;3 093;;;45% - 50%;30% - 35%;;;0% - 5%;0% - 5%;;;24 123;23 654;;;-1 333;2 204;;;1,22;1,24;;;9881;10 760;;;40,96%;45,49%;;;5 974;4 085;;;19 482;17 366;;;4 642;6 289;;;4 904;3 164;;;7 642;8 484;;;3,91 *;3,55 *;;;125,52%;102,10%;;;;;;
505540407;Espagne;5,90 %;60;900 000 €;B+;FamilyBox;-;2018;2018;11 à 50;12 mois;12 mois;NA;;4 258;3 368;;;74,87%;-20,90%;;;140;407;;;0% - 5%;10% - 15%;;;0% - 5%;5% - 10%;;;3 486;3 511;;;2 069;2 316;;;216,95;30,51;;;2 496;2 781;;;71,61%;79,22%;;;988;673;;;429;522;;;3 057;2 990;;;0;0;;;2;57;;;-13,70 *;-4,04 *;;;-77,05%;-59,11%;;;;;;
430542103;Italie;6,35 %;48;100 000 €;B;Agrital;98 800 €;1995;1997;1 à 10;12 mois;12 mois;NA;;4 351;5 123;;;189,49%;17,75%;;;172;310;;;0% - 5%;5% - 10%;;;0% - 5%;0% - 5%;;;1 111;1 259;;;351;371;;;2,01;2,77;;;348;468;;;31,32%;37,25%;;;568;563;;;598;578;;;513;680;;;411;376;;;188;221;;;2,77 *;1,53 *;;;1,37;1,01;;;;;;
986192226;Espagne;0.07;36;400 000 €;C;Sermaco Levante;27 045 €;1998;1999;11 à 50;12 mois;12 mois;NA;;4 225;4 162;;;15,86%;-1,50%;;;708;1 181;;;15% - 20%;25% - 30%;;;-14,86%;0% - 5%;;;5 695;4 763;;;-198;-612;;;1,63;2,67;;;1 674;1 743;;;29,39%;36,59%;;;2 878;2 383;;;3 015;2 992;;;2 680;1 771;;;1 657;1 142;;;931;637;;;2,72 *;1,30 *;;;114,91%;88,27%;;;;;;
845285549;Espagne;0.06;48;300 000 €;B;Tomas Arrieta;-;1989;1997;11 à 50;12 mois;12 mois;NA;;3 736;3 069;;;0,014;-0,1784;;;570;456;;;15% - 20%;10% - 15%;;;0% - 5%;0% - 5%;;;1 914;1 853;;;-416;-355;;;1,5;1,59;;;655;669;;;34,23%;36,09%;;;846;959;;;1 484;1 249;;;429;604;;;516;503;;;1 030;881;;;2,66 *;2,96 *;;;231,82%;202,33%;;;;;;
62679951;France;3,45 %;60;2 037 000 €;A+;Reworld Media;627 776 €;2001;2012;251 à 1 000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
870960031;Italie;4,45 %;48;500 000 €;A;Mengozzi;10 000 000 €;1977;2016;51 à 250;12 mois;12 mois;NA;;82 428;126 780;;;17,31%;53,81%;;;11 849;22 063;;;10% - 15%;15% - 20%;;;0% - 5%;0% - 5%;;;126 529;243 933;;;18 846;18 563;;;1,22;1,51;;;34 619;96 892;;;27,36%;39,72%;;;46 079;76 426;;;77 814;164 169;;;48 715;79 764;;;16 749;30 658;;;31 568;47 192;;;3,43*;2,75*;;;1.17;0.63;;;;;;
367446821;France;8,10 %;60;93 500 €;C;Bioburger Victoire;10 000 €;2013;2014;11 à 50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
805866021;France;5,15 %;36;162 650 €;B;Falcome Recyclage;407 300 €;2016;2016;1 à 10;;NA;31/10/2017;;;;13 mois;;;;1 007;;;;n/a;;;;30% - 35%;;;;-;;;;5% - 10%;;;;1 150;;;;-;;;;43,13%;;;;8;;;;0,88*;;;;60,28%;;;;1,93;;;;-;;;;-;;;;-;;;;0,88*;;;;;
294534255;France;5,50 %;84;1 660 000 €;B+;Chambriard Construction 2;1 000 €;2017;2017;1 à 10;;;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
428219092;France;0.07;60;100 000 €;B;SA Eliaco;80 185 €;1985;2008;1 à 10;NA;;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
916465989;France;0.06;48;1 000 000 €;B;Foncière Patrimonia;23 493 000 €;1996;2004;11 à 50;NA;;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
78019854;France;8,50 %;60;350 000 €;C;Terre d'Opale;20 000 €;2012;2012;1 à 10;NA;;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
323797060;France;0.06;60;200 000 €;A;Happy End Group;41 226 €;1994;1994;11 à 50;NA;;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
607433255;France;0.06;48;60 000 €;B;Eurobat;1 000 €;2007;2008;1 à 10;NA;;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
653309727;France;7,25 %;60;300 000 €;B;Protogine;1 800 000 €;2015;2015;11 à 50;NA;;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
995204608;France;0.07;60;60 000 €;B;Isiopharm;1 000 €;2012;2012;1 à 10;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
363509186;France;0.06;60;100 000 €;A;ZABO VH;1 000 €;2016;2015;1 à 10;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
345481677;France;0.06;60;100 000 €;A;Haudrechy Père et Fille;15 245 €;1996;1996;1 à 10;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
718999873;France;7,50 %;60;80 000 €;B;Patrice H.;8 000 €;2004;2004;1 à 10;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
261015687;France;0.08;36;250 000 €;C;Duty Free Concept;100 000 €;2010;2011;1 à 10;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
591998133;France;7,50 %;60;400 000 €;B;Prest'Action;8 000 €;1995;1996;1 à 10;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
426329460;France;0.07;48;40 000 €;B;Diana 2;53 500 €;2007;2007;1 à 10;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
968714221;France;5,50 %;48;350 000 €;A;Oracom;129 532 €;1994;1994;51 à 250;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
975227903;France;7,50 %;60;150 000 €;B;Orchid Création;15 000 €;2012;2008;11 à 50;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
652584190;France;6,50 %;48;40 000 €;B;Climamax;122 000 €;2004;2004;1 à 10;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
681539540;France;0.08;60;75 000 €;C;C.F.L Architecture;7 622 €;1995;2004;1 à 10;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
56471047;France;0.09;60;35 000 €;C;Modern Waikiki Hôtel;8 000 €;1993;2005;1 à 10;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
643533248;France;0.06;24;60 000 €;B;Noor's company of food product;11 450 €;2003;2003;1 à 10;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
759008731;France;5,50 %;48;500 000 €;A;Qualiop Data Word Bureautique;396 000 €;2006;2006;11 à 50;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
318688414;France;0.07;48;60 000 €;B;Unionlab;10 000 €;2012;2012;1 à 10;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
821209028;France;7,50 %;60;120 000 €;B;Diffox - Diffusion Oyonnaxienne;80 000 €;1999;1999;11 à 50;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
196544703;France;0.06;60;200 000 €;A;Happy End Group;41 226 €;1994;1994;11 à 50;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
280539158;France;0.06;48;1 000 000 €;B;Foncière Patrimonia;23 493 000 €;1996;2004;11 à 50;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
679624423;France;0.09;60;150 000 €;C;DAVRAL;10 000 €;2015;2015;1 à 10;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
249985012;France;5,50 %;48;500 000 €;A;SG Design;25 000 €;2010;2010;1 à 10;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
647992918;France;7,50 %;60;250 000 €;B;Com'Int;44 210 €;1997;2014;1 à 10;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
425118628;France;7,50 %;60;350 000 €;C;Financière Guizot;10 000 €;2005;2005;1 à 10;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
710176157;France;5,50 %;18;35 000 €;B;Cala Partners;50 000 €;2010;2010;1 à 10;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
324605215;France;0.06;60;150 000 €;A;Mundopolitan;10 000 €;2009;2009;1 à 10;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
664539925;France;0.06;60;150 000 €;A;Neopolitan;6 000 €;2006;2006;1 à 10;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
52949462;France;7,50 %;60;200 000 €;B;Groupe Audiomaster Even On;650 000 €;2000;2003;11 à 50;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16351260;France;0.06;48;95 000 €;B;Delia Services Pro;10 000 €;2012;2012;11 à 50;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
109290585;France;7,50 %;60;100 000 €;B;Sensi;8 000 €;2005;2014;1 à 10;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
169620169;France;7,50 %;60;100 000 €;B;Orexim;7 000 €;2004;2004;-;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62195909;France;7,50 %;60;150 000 €;B;Compagnie des Papiers;40 000 €;1993;2009;1 à 10;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
228803767;France;8,50 %;60;60 000 €;C;Teixeira Travaux;40 000 €;2011;2012;1 à 10;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
923914467;France;5,50 %;30;200 000 €;B;5àsec RIF;22 702 832 €;1998;2008;251 à 1000;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
412529497;France;6,50 %;60;200 000 €;B;Kronos 360;11 494 €;2012;2012;1 à 10;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
814436702;France;0.05;60;200 000 €;A;Hôtel Mathis Élysées;37 113 €;1996;2015;1 à 10;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
188224300;France;7,50 %;48;50 000 €;B;LC Net-Propreté;65 000 €;2006;2009;11 à 50;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
620181282;France;0.08;48;150 000 €;C;Leyravaud Patrimoine;50 000 €;2011;2011;11 à 50;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
866171986;France;6,75 %;48;100 000 €;B;FM Sports & Langues;7 622 €;1989;1989;11 à 50;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
703668078;France;7,50 %;48;90 000 €;B;A.M.S. Événements;402 752 €;1998;1998;11 à 50;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
343757693;France;0.06;48;300 000 €;B;Saint Jean Industries;7 101 864 €;1994;2003;251 à 1000;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
140491409;France;0.06;48;80 000 €;A;Méditerranée Parfums et Arômes;5 000 €;2011;2014;1 à 10;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
435085233;France;7,50 %;48;200 000 €;B;Théâtre Saint Germain;136 200 €;2014;2014;1 à 10;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
831419318;France;0.06;48;425 000 €;B;Saint Jean Industries;7 101 864 €;1994;2003;251 à 1000;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
780683790;France;0.04;18;30 000 €;A;MAP;1 500 000 €;1986;2000;11 à 50;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
651988589;France;0.05;48;150 000 €;A;Bonnigal;100 000 €;1955;2013;11 à 50;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
305152291;France;6,50 %;36;150 000 €;B;A.M.S. Événements;402 752 €;1998;1999;11 à 50;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
412709544;France;0.06;48;425 000 €;B;Saint Jean Industries;7 101 864 €;1994;2003;251 à 1000;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
707180286;France;7,50 %;48;40 000 €;C;ACS ÉCHAFAUDAGES;22 867 €;1999;1999;1 à 10;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
554417927;France;0.09;48;40 000 €;C;GLOBALE ENERGIE;90 762 €;2007;2007;1 à 10;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
476588373;France;7,50 %;48;150 000 €;C;EGK DISTRIBUTION;51 000 €;2009;2009;1 à 10;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
636063424;France;0.04;48;750 000 €;A;ERGET Groupe;326 800 €;2004;2010;51 à 250;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
194145082;France;4,50 %;48;60 000 €;B;Micheldis;8 000 €;2001;2001;11 à 50;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
558489989;France;4,50 %;48;60 000 €;B;Senardis;8 000 €;2001;2001;11 à 50;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
395206790;France;4,50 %;48;80 000 €;B;Rooseveltdis;8 000 €;2001;2001;11 à 50;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
829156639;France;0.09;48;70 000 €;C;Caen Echafaudages;45 000 €;2004;2004;11 à 50;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
458612571;France;5,50 %;48;80 000 €;B;Cabosse et associés;66 660 €;2011;2012;11 à 50;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
218438893;France;4,50 %;48;20 000 €;A;Benoit Bistro;120 000 €;1955;2010;11 à 50;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
138258974;France;4,50 %;48;160 000 €;A;Rech;810 000 €;2006;2006;11 à 50;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
546335502;France;4,50 %;48;40 000 €;A;Aux Lyonnais;7 630 €;2002;2000;11 à 50;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20524569;France;4,50 %;36;83 000 €;B+;ARCHITECTES ASSOCIES.COM;7 800 €;2002;2002;11 à 50;12 mois;12 mois;NA;;998;1151;;;4,94%;15,33%;;;25% - 30%;40% - 45%;;;-;-;;;5% - 10 %;10 - 15 %;;;1152;976;;;114;204;;;0,41;1,9;;;270;405;;;23,44 %;41,5 %;;;-;-;;;-;-;;;-;-;;;-;-;;;-;-;;;0,83*;0,32*;;;84,81%;38,58%;;;;;;
804488888;France;6,05 %;48;650 000 €;B+;Palomar;21 000 €;2003;2009;51 à 250;12 mois;12 mois;NA;;3 713;7 885;;;51,49%;112,37%;;;332;1 617;;;5% - 10%;20% - 25%;;;0% - 5%;10% - 15%;;;3 578;4 655;;;555;573;;;3,96;2,02;;;108;573;;;3,02%;12,32%;;;1 814;2 346;;;670;807;;;2 515;3 571;;;97;521;;;84;1 289;;;0,30*;0,89*;;;0,92;2,52;;;;;;
11693124;France;3,50 %;48;260 000 €;A;Les Jardins de Flore;88 115 €;1988;2005;11 à 50;12 mois;12 mois;NA;;1 632;1 681;;;0,68%;0.03;;;10% - 15%;25% - 30%;;;-;-;;;0.5;0% - 5%;;;833;1 058;;;9;-35;;;8,16;12,14;;;244;289;;;29,29%;27,32%;;;-;-;;;-;-;;;-;-;;;-;-;;;-;-;;;-0,28*;-0,11*;;;-19,98%;-16,61%;;;;;;
